,ID,Timestamp,Tweet URL,Keywords,Account handle,Account name,Account type,Joined,Following,Followers,Tweet,Tweet Translated,Tweet Length,Tweet Type,Date posted,Content type,Likes,Replies,Retweets,Theme,Stemmed,Lemmatized
26,10-27,30/03/23 22:45:50,https://twitter.com/zelformilles/status/1427616612316717061,Ivermectin gumaling,@zelformilles,Eleizl Custodio,Identified,07/21,84,176,Ikaw nga hindi naawa eh! iblis na maraming Filipino na ang gumaling sa Ivermectin HCQ atbp. eh lalo pa nagkasakit at nagkamatayan katuturok nyo!,You are the one not having mercy Many Filipinos have already gotten better from Ivermectin HCQ and others but those who got vaccined got sick and died,144,"Text, Reply",17/08/21 21:01,Emotional,0,0,0,0,"['you', 'one', 'merci', 'mani', 'filipino', 'alreadi', 'gotten', 'better', 'ivermectin', 'hcq', 'other', 'got', 'vaccin', 'got', 'sick', 'die']","['you', 'one', 'mercy', 'many', 'filipino', 'already', 'gotten', 'better', 'ivermectin', 'hcq', 'others', 'got', 'vaccined', 'got', 'sick', 'died']"
27,10-28,30/03/23 22:52:54,https://twitter.com/PogingPlantito/status/1387681037103161346,Ivermectin gumaling,@PogingPlantito,Ulap,Anonymous,10/20,47,16,That med is safe yan yung tinake ng pinsan ko gumaling sya sa covid. Baka yung pagkaka intindi nyo po ay iisa lang yung ivermectin for animals and human magka iba po yung sa animals yung may apat na guhit. Safe yan ayaw lang nila e approve agad kasi mura maliit patong,That medicine is safe that is what my cousin took and they got better from covid Maybe your understanding is that the ivermectin for animals and humans are the same but the one for the animals is different with the four lines That one is safe they just do not want to approve it immediately since it is cheap and have small profits,268,"Text, Reply",29/04/21 16:11,"Rational, Emotional",0,1,0,0,"['that', 'medicin', 'safe', 'cousin', 'took', 'got', 'better', 'covid', 'mayb', 'understand', 'ivermectin', 'anim', 'human', 'one', 'anim', 'differ', 'four', 'line', 'that', 'one', 'safe', 'want', 'approv', 'immedi', 'sinc', 'cheap', 'small', 'profit']","['that', 'medicine', 'safe', 'cousin', 'took', 'got', 'better', 'covid', 'maybe', 'understanding', 'ivermectin', 'animal', 'human', 'one', 'animal', 'different', 'four', 'line', 'that', 'one', 'safe', 'want', 'approve', 'immediately', 'since', 'cheap', 'small', 'profit']"
28,10-29,30/03/23 23:01:18,https://twitter.com/zelformilles/status/1433812956597211136,Ivermectin solusyon,@zelformilles,Eleizl Custodio,Identified,07/20,84,176,"SALAMAT din sa mga iba't ibang taong ito na nasa tamang posisyon na lumantad na para ipaglaban ang katotohanan! Ivermectin, hindi bakuna ang solusyon! Yang mga doctors quack quack lang ang mapilit sa bakuna handa ipahamak at gawing experiment ang mga Filipino! Ayaw kunwari ipasa",Thank you also for the different people that are in the right position to come forward and fight for the truth Ivermectin not vaccines are the solution Those doctor quack quacks are the only ones enforcing vaccines ready to harm and experiment on the Filipinos They pretend to not pass,279,"Text, Reply",03/09/21 21:23,Emotional,0,1,0,1,"['thank', 'also', 'differ', 'peopl', 'right', 'posit', 'come', 'forward', 'fight', 'truth', 'ivermectin', 'vaccin', 'solut', 'those', 'doctor', 'quack', 'quack', 'one', 'enforc', 'vaccin', 'readi', 'harm', 'experi', 'filipino', 'they', 'pretend', 'pass']","['thank', 'also', 'different', 'people', 'right', 'position', 'come', 'forward', 'fight', 'truth', 'ivermectin', 'vaccine', 'solution', 'those', 'doctor', 'quack', 'quack', 'one', 'enforcing', 'vaccine', 'ready', 'harm', 'experiment', 'filipino', 'they', 'pretend', 'pas']"
29,10-30,30/03/23 23:13:09,https://twitter.com/BenIbarra001/status/1387404554204028932,Ivermectin gumana,@BenIbarra001,Ben Ibarra,Identified,05/20,1933,478,"Mga kaibigan.  Naiintindihan ko na hindi kayo pamilyar sa Ivermectin.  Alam ko na wala na kayong tiwala sa mga politiko na nagbibigay. Napatunayan na na mahusay na pang laban ito. 
Eto ang isa sa mga studies sa tao.  Panoorin niyo:",Friends I understand that you are not familiar with Ivermectin I know that you do not trust the politicians that give It has been proven that it is good to fight for this This is one of the studies about people Watch it:,231,"Text, Reply",28/04/21 21:53,Rational,1,0,0,1,"['friend', 'i', 'understand', 'familiar', 'ivermectin', 'i', 'know', 'trust', 'politician', 'give', 'it', 'proven', 'good', 'fight', 'thi', 'one', 'studi', 'peopl', 'watch', 'itembarrassed_or_blush']","['friend', 'i', 'understand', 'familiar', 'ivermectin', 'i', 'know', 'trust', 'politician', 'give', 'it', 'proven', 'good', 'fight', 'this', 'one', 'study', 'people', 'watch', 'itembarrassed_or_blushing']"
30,10-31,31/03/23 06:16:36,https://twitter.com/irene56100628/status/1435175100198785024,Ivermectin epektibo,@irene56100628,irene,Anonymous,07/20,123,25,Yun naman pala tito sen e sana po sinuportahan nyo ang tulad ni rep defensor sa isunusulong nyang gamot noon na ivermectin napatunayan naman po sa ibang bansa na epektibo sa murang halaga at baka pwedeng pangmatagalan na..,There it was Tito Sen then you should have just supported the likes of Rep Defensor in the cure he has been promoting then which was ivermectin it has been proven in other countries that it is effective and cost-effective and possibly for long-term too,222,"Text, Reply",07/09/21 17:36,Emotional,0,0,0,1,"['there', 'tito', 'sen', 'support', 'like', 'rep', 'defensor', 'cure', 'promot', 'ivermectin', 'proven', 'countri', 'effect', 'cost-effect', 'possibl', 'long-term']","['there', 'tito', 'sen', 'supported', 'like', 'rep', 'defensor', 'cure', 'promoting', 'ivermectin', 'proven', 'country', 'effective', 'cost-effective', 'possibly', 'long-term']"
31,10-32,31/03/23 06:21:13,https://twitter.com/TreseAlfonso/status/1395607245711286277,Ivermectin epektibo,@TreseAlfonso,Alfonso Trese,Identified,07/19,24,9,"Bakit hindi mamigay ng ivermectin habang Naka pila? Epektibo din dahil 3 congressman ang nagsabi. Sila doctors Marcoleta, Atienza at Defensor.",Why do they not give ivermectin while lined up It is effective also since 3 congressmen have said The doctors Marcoleta Atienza and Defensor,142,"Text, Reply",21/05/21 13:07,"Rational, Emotional",0,0,0,1,"['whi', 'give', 'ivermectin', 'line', 'it', 'effect', 'also', 'sinc', '3', 'congressmen', 'said', 'the', 'doctor', 'marcoleta', 'atienza', 'defensor']","['why', 'give', 'ivermectin', 'lined', 'it', 'effective', 'also', 'since', '3', 'congressman', 'said', 'the', 'doctor', 'marcoleta', 'atienza', 'defensor']"
32,10-33,31/03/23 06:26:02,https://twitter.com/eto_tome/status/1391403942911696900,Ivermectin epektibo,@eto_tome,tome eto,Anonymous,12/11,222,382,"Yeah, baka di n’ya alam na proven sa Japan na epektibo ang ANTIVIRAL NA REMDESIVIR laban sa viral disease na covid19 KUMPARA NAMAN sa ipinu push n’ya at ni Marcoleta na ANTHELMINTIC NA IVERMECTIN NA PAMPURGAAAAHH SA BULATE! wag n’yo iboto yan!!",Yeah maybe they do not know that it has been proven in Japan the effectivity of the antiviral remdesivir against the viral disease that is covid19 compared to that being pushed by them and Marcoleta that it is the anthelmintic Ivermectin that is for purging worms Do not vote for them,244,"Text, Reply",09/05/21 22:45,Emotional,2,0,1,2,"['yeah', 'mayb', 'know', 'proven', 'japan', 'effect', 'antivir', 'remdesivir', 'viral', 'diseas', 'covid19', 'compar', 'push', 'marcoleta', 'anthelmint', 'ivermectin', 'purg', 'worm', 'do', 'vote']","['yeah', 'maybe', 'know', 'proven', 'japan', 'effectivity', 'antiviral', 'remdesivir', 'viral', 'disease', 'covid19', 'compared', 'pushed', 'marcoleta', 'anthelmintic', 'ivermectin', 'purging', 'worm', 'do', 'vote']"
33,10-34,31/03/23 12:30:13,https://twitter.com/EagleDavao/status/1389924810327740417,Ivermectin epektibo,@EagleDavao,DAVAO EAGLE,Anonymous,04/21,13,1,ULOL.MARAMING MGA DOCTORS DUN ANG NAGPATUNAY NA EPEKTIBO ANG IVERMECTIN PANLABAN SA COVID.KAYONG MGA STUPID SENATORS LANG ANG PALAGI KONTRA SA KABUHTIHAN NG MGA KABABAYAN NYO..BAKA MAY KUMISYON KA SA MGA MALALAKING PHARMA.,ULOL MANY DOCTORS THERE PROVED THAT IVERMECTIN IS EFFECTIVE AGAINST COVID YOU STUPID SENATORS ARE ALWAYS AGAINST THE WELLNESS OF YOUR COUNTRYMEN MAYBE YOU HAVE A COMMISSION FROM BIG PHARMACEUTICAL COMPANIES,222,"Text, Reply",05/05/21 20:47,Emotional,1,0,0,1,"['ulol', 'mani', 'doctor', 'there', 'prove', 'that', 'ivermectin', 'is', 'effect', 'against', 'covid', 'you', 'stupid', 'senat', 'are', 'alway', 'against', 'the', 'well', 'of', 'your', 'countrymen', 'mayb', 'you', 'have', 'a', 'commiss', 'from', 'big', 'pharmaceut', 'compani']","['ulol', 'many', 'doctor', 'there', 'proved', 'that', 'ivermectin', 'is', 'effective', 'against', 'covid', 'you', 'stupid', 'senator', 'are', 'always', 'against', 'the', 'wellness', 'of', 'your', 'countryman', 'maybe', 'you', 'have', 'a', 'commission', 'from', 'big', 'pharmaceutical', 'company']"
34,10-35,31/03/23 12:32:52,https://twitter.com/EagleDavao/status/1389924298320760832,Ivermectin epektibo,@EagleDavao,DAVAO EAGLE,Anonymous,04/22,13,1,YONG REMDESIVERE NA NAPAKA MAHAL NA BINIBENTA SA MGA PASYENTE NA MAY COVID SA MGA HOSPITALS EH SINABI NG WHO NA DI IYONG EPEKTIBO SA COVID..BAKIT GINAMIT IYONG FDA AT DOH SA PILIPINAS..MARAMING GUMAGAMIT NG IVERMECTIN NA GUMALINGBAKIT AYAW NYO.,THE REMDESIVERE THAT IS SO EXPENSIVE ARE BEING SOLD TO PATIENTS WITH COVID IN HOSPITALS BUT WHO SAID THAT IT IS NOT EFFECTIVE AGAINST COVID WHY IS FDA AND DOH USED IN THE PHILIPPINES MANY USED IVERMECTIN GOT BETTER WHY DO YOU NOT WANT IT,244,"Text, Reply",05/05/21 20:45,Emotional,1,0,0,1,"['the', 'remdesiver', 'that', 'is', 'so', 'etongue_sticking_out_cheeky_playful_or_blowing_a_raspberryens', 'are', 'be', 'sold', 'to', 'patient', 'with', 'covid', 'in', 'hospit', 'but', 'who', 'said', 'that', 'it', 'is', 'not', 'effect', 'against', 'covid', 'whi', 'is', 'fda', 'and', 'doh', 'use', 'in', 'the', 'philippin', 'mani', 'use', 'ivermectin', 'got', 'better', 'whi', 'do', 'you', 'not', 'want', 'it']","['the', 'remdesivere', 'that', 'is', 'so', 'etongue_sticking_out_cheeky_playful_or_blowing_a_raspberryensive', 'are', 'being', 'sold', 'to', 'patient', 'with', 'covid', 'in', 'hospital', 'but', 'who', 'said', 'that', 'it', 'is', 'not', 'effective', 'against', 'covid', 'why', 'is', 'fda', 'and', 'doh', 'used', 'in', 'the', 'philippine', 'many', 'used', 'ivermectin', 'got', 'better', 'why', 'do', 'you', 'not', 'want', 'it']"
35,10-36,31/03/23 18:01:30,https://mobile.twitter.com/pawwvizc/status/1432262858289541125,Ivermectin gumaling,@pawwvizc,THE CEREBRAL ASSASSIN,Anonymous,02/17,401,169,1. kapag my maramdaman yung side effect kahit fully vaccinated 2. take paracetamol & ivermectin para gumaling laban lang babe...,1 if you are experiencing side effects even if fully vaccinated 2 take paracetamol and ivermectin to get better,128,"Text, Reply",30/08/21 16:44,Rational,0,0,0,2,"['1', 'experienc', 'side', 'effect', 'even', 'fulli', 'vaccin', '2', 'take', 'paracetamol', 'ivermectin', 'get', 'better']","['1', 'experiencing', 'side', 'effect', 'even', 'fully', 'vaccinated', '2', 'take', 'paracetamol', 'ivermectin', 'get', 'better']"
36,10-37,31/03/23 18:12:07,https://mobile.twitter.com/Chchuchel0620/status/1387349866276212736,Ivermectin gumaling,@Chchuche0620,不運 女の子,Anonymous,05/20,268,335,"Diko alam kung dahil din sa Ivermectin kaya gumaling agad ang magulang ng bayaw ko,suspected sila na may covid because of symptoms.nirecommend ito ng isang chinese doctor sa kanila, then pati bayaw ko uminom nito dahil lagi sya parang inuubo, nawala din ung madalas na ubo nya https://twitter.com/jaysanchezdorta/status/1386408146374209539",I do not know if it is also because of Ivermectin that is why my brother-in-law's parents immediately got better they were suspected of having covid because of symptoms it was recommended by one chinese doctor from there then even my brother-in-law drank it since he always coughs his frequent coughs also went away https://twittercom/jaysanchezdorta/status/1386408146374209539,339,"Text, Reply",26/04/21 18:15,Rational,0,0,0,0,"['i', 'know', 'also', 'ivermectin', 'brother-in-law', ""'s"", 'parent', 'immedi', 'got', 'better', 'suspect', 'covid', 'symptom', 'recommend', 'one', 'chines', 'doctor', 'even', 'brother-in-law', 'drank', 'sinc', 'alway', 'cough', 'frequent', 'cough', 'also', 'went', 'away', 'httpsskeptical_annoyed_undecided_uneasy_or_hesitant/twittercom/jaysanchezdorta/status/1386408146374209539']","['i', 'know', 'also', 'ivermectin', 'brother-in-law', ""'s"", 'parent', 'immediately', 'got', 'better', 'suspected', 'covid', 'symptom', 'recommended', 'one', 'chinese', 'doctor', 'even', 'brother-in-law', 'drank', 'since', 'always', 'cough', 'frequent', 'cough', 'also', 'went', 'away', 'httpsskeptical_annoyed_undecided_uneasy_or_hesitant/twittercom/jaysanchezdorta/status/1386408146374209539']"
37,10-38,31/03/23 18:20:26,https://mobile.twitter.com/seddasa/status/1428379134951055364,Ivermectin gumaling,@seddasa,sed dasa,Identified,04/09,980,122,"No effect on prevention and mortality? hahaha .... ang daming doctors na gumamit nyan at recommended pa nila... sinubukan ko sa pamilya namin, one tablet palang bumalik kaagad panlasa at pang-amoy ng pamangkin ko. Ubo ng ate gumaling agad. Ibang members hindi malala ang symptoms.",No effect on prevention and mortality hahaha  many doctors use that and still recommend it I tried it on my family just one tablet and the taste and smell of my nephew went away The cough of my older sister got better immediately Other members did not have severe symptoms,280,"Text, Reply",19/08/21 23:31,Rational,0,3,2,0,"['no', 'effect', 'prevent', 'mortal', 'hahaha', 'mani', 'doctor', 'use', 'still', 'recommend', 'i', 'tri', 'famili', 'one', 'tablet', 'tast', 'smell', 'nephew', 'went', 'away', 'the', 'cough', 'older', 'sister', 'got', 'better', 'immedi', 'other', 'member', 'sever', 'symptom']","['no', 'effect', 'prevention', 'mortality', 'hahaha', 'many', 'doctor', 'use', 'still', 'recommend', 'i', 'tried', 'family', 'one', 'tablet', 'taste', 'smell', 'nephew', 'went', 'away', 'the', 'cough', 'older', 'sister', 'got', 'better', 'immediately', 'other', 'member', 'severe', 'symptom']"
38,10-39,31/03/23 18:26:56,https://mobile.twitter.com/odelimasofi/status/1382159889091350528,Ivermectin gumaling,@odelimasofi,Open Yon,Anonymous,10/15,56,10,"Sabi ng 3 doctor ng flccc, lahat ng binigyan nila ng ivermectin....umuwi. ibig sabihin, gumaling.",3 doctors from flccc said they gave everyone ivermectin and went home that means they got better,97,"Text, Reply",14/04/21 10:32,Rational,1,1,0,0,"['3', 'doctor', 'flccc', 'said', 'gave', 'everyon', 'ivermectin', 'went', 'home', 'mean', 'got', 'better']","['3', 'doctor', 'flccc', 'said', 'gave', 'everyone', 'ivermectin', 'went', 'home', 'mean', 'got', 'better']"
39,10-40,31/03/23 18:30:57,https://twitter.com/a_mrktr/status/1390292143869022217,Ivermectiv Sotto,@a_mrktr,AMarketer,Anonymous,08/19,218,38,"Sen Sotto has a point. Ivermectin is being use widely in South Africa. Also, an Australian doctor who is in the US did clinical trial over this said its effective and been pushing the use of Ivermectin since last year.",Sen Sotto has a point Ivermectin is being use widely in South Africa Also an Australian doctor who is in the US did clinical trial over this said its effective and been pushing the use of Ivermectin since last year,218,"Text, Reply",06/05/21 21:07,Rational,0,0,0,1,"['sen', 'sotto', 'point', 'ivermectin', 'use', 'wide', 'south', 'africa', 'also', 'australian', 'doctor', 'us', 'clinic', 'trial', 'said', 'effect', 'push', 'use', 'ivermectin', 'sinc', 'last', 'year']","['sen', 'sotto', 'point', 'ivermectin', 'use', 'widely', 'south', 'africa', 'also', 'australian', 'doctor', 'u', 'clinical', 'trial', 'said', 'effective', 'pushing', 'use', 'ivermectin', 'since', 'last', 'year']"
40,10-41,31/03/23 18:43:42,https://twitter.com/jrod729/status/1422942988850712582,Ivermectin cure,@jrod729,jennifer rodriguez,Identified,03/10,117,13,There is a cure and its Ivermectin. Not these death jabs,There is a cure and its Ivermectin Not these death jabs,56,"Text, Reply",04/08/21 23:30,Rational,0,0,0,2,"['there', 'cure', 'ivermectin', 'not', 'death', 'jab']","['there', 'cure', 'ivermectin', 'not', 'death', 'jab']"
41,10-42,31/03/23 19:09:02,https://mobile.twitter.com/shiningtwicexo/status/1438687473110958081,Ivermectin gamot,@shiningtwicexo,✌👊🚫,Anonymous,04/10,3976,3468,"Di lang po sila Congressman Marcoleta and Congressman Defensor ang sumusuporta rito sa advocacy na ito about sa Ivermectin na gawin gamot ito para sa COVID19 even sila Senator Tolentino and Senator Imee as well, at mismong si President DU30 na nagsabi nyan o.",It is not just Congressman Marcoleta and Congressman Defensor that are supporting here this advocacy about Ivermectin to make it a cure for COVID19 even Senator Tolentino and Senator Imee as well and the President Duterte even said that,259,"Text, Reply",17/09/21 10:13,Rational,0,1,0,1,"['it', 'congressman', 'marcoleta', 'congressman', 'defensor', 'support', 'advocaci', 'ivermectin', 'make', 'cure', 'covid19', 'even', 'senat', 'tolentino', 'senat', 'ime', 'well', 'presid', 'dutert', 'even', 'said']","['it', 'congressman', 'marcoleta', 'congressman', 'defensor', 'supporting', 'advocacy', 'ivermectin', 'make', 'cure', 'covid19', 'even', 'senator', 'tolentino', 'senator', 'imee', 'well', 'president', 'duterte', 'even', 'said']"
42,10-43,31/03/23 19:19:02,https://twitter.com/Nickzer2171/status/1373280449603112964,Ivermectin Sotto,@Nickzer2171,Rezkcin Cana,Identified,06/16,242,16,"@sotto_tito, there's mountain of data that shows Ivermectin's efficacy and safety against COVID-19. Ivermectin is being used by 22 countries to fight against COVID-19. HTAC has to do their job NOW so we can save lives and our economy. Ivermectin is the bridge to the vaccine.",sotto_tito there's mountain of data that shows Ivermectin's efficacy and safety against COVID-19 Ivermectin is being used by 22 countries to fight against COVID-19 HTAC has to do their job NOW so we can save lives and our economy Ivermectin is the bridge to the vaccine,275,"Text, Reply",20/03/21 22:29,Rational,0,0,0,1,"['sotto_tito', ""'s"", 'mountain', 'data', 'show', 'ivermectin', ""'s"", 'efficaci', 'safeti', 'covid-19', 'ivermectin', 'use', '22', 'countri', 'fight', 'covid-19', 'htac', 'job', 'now', 'save', 'live', 'economi', 'ivermectin', 'bridg', 'vaccin']","['sotto_tito', ""'s"", 'mountain', 'data', 'show', 'ivermectin', ""'s"", 'efficacy', 'safety', 'covid-19', 'ivermectin', 'used', '22', 'country', 'fight', 'covid-19', 'htac', 'job', 'now', 'save', 'life', 'economy', 'ivermectin', 'bridge', 'vaccine']"
43,10-44,31/03/23 19:22:43,https://twitter.com/FloraSondara/status/1383632874713206786,Ivermectin Sotto,@FloraSondara,Flora Sondara,Identified,04/21,27,0,Yes Ivermectin is effective as a cure and preventive measure. Go Senator Sotto!,Yes Ivermectin is effective as a cure and preventive measure Go Senator Sotto,79,"Text, Reply",18/04/21 12:05,Rational,1,0,0,1,"['ye', 'ivermectin', 'effect', 'cure', 'prevent', 'measur', 'go', 'senat', 'sotto']","['yes', 'ivermectin', 'effective', 'cure', 'preventive', 'measure', 'go', 'senator', 'sotto']"
44,10-45,31/03/23 19:33:41,https://twitter.com/BomBee1009/status/1378533516963540992,Ivermectin Sotto,@BomBee1009,DIDDIE,Anonymous,09/18,404,201,"Thing is, I know tons of people using Ivermectin and got well. I know tons using it for prophylaxis. Countless lives have been saved here cause of Ivermectin. The studies shown to Sen Sotto came fr Bacolod. One doctor who prescribes it boasts very good numbers.",Thing is I know tons of people using Ivermectin and got well I know tons using it for prophylaxis Countless lives have been saved here cause of Ivermectin The studies shown to Sen Sotto came from Bacolod One doctor who prescribes it boasts very good numbers,261,"Text, Reply",04/04/21 10:21,Rational,2,0,0,1,"['thing', 'i', 'know', 'ton', 'peopl', 'use', 'ivermectin', 'got', 'well', 'i', 'know', 'ton', 'use', 'prophylaxi', 'countless', 'live', 'save', 'caus', 'ivermectin', 'the', 'studi', 'shown', 'sen', 'sotto', 'came', 'bacolod', 'one', 'doctor', 'prescrib', 'boast', 'good', 'number']","['thing', 'i', 'know', 'ton', 'people', 'using', 'ivermectin', 'got', 'well', 'i', 'know', 'ton', 'using', 'prophylaxis', 'countless', 'life', 'saved', 'cause', 'ivermectin', 'the', 'study', 'shown', 'sen', 'sotto', 'came', 'bacolod', 'one', 'doctor', 'prescribes', 'boast', 'good', 'number']"
45,10-46,31/03/23 19:36:49,https://mobile.twitter.com/maine3_hye/status/1429625764266209281,Ivermectin covid,@maine3_hye,MyMaineGirl0303  ᴹᴬᴵᴺᴱ ᵁᴹᴸ ⱽ²,Anonymous,05/19,162,79,"Sana kung May Ivermectin kayo pwde painumin , kasi meron akong kakilala nung may symptoms pala ayun uminum sya awa ng Diyos gumaling tlga sya . Parang meron tlgang effect ang Ivermectin para mawala ang covid19. Sharing lang about experienced ng mga friends ko",If you have Ivermectin please drink it because I know someone who had symptoms drank it and by the mercy of God got better It seems like Ivermectin really has an effect on curing covid 19 Just sharing about experiences of my friends,259,"Text, Reply",23/08/21 10:05,Rational,2,0,0,0,"['if', 'ivermectin', 'pleas', 'drink', 'i', 'know', 'someon', 'symptom', 'drank', 'merci', 'god', 'got', 'better', 'it', 'seem', 'like', 'ivermectin', 'realli', 'effect', 'cure', 'covid', '19', 'just', 'share', 'experi', 'friend']","['if', 'ivermectin', 'please', 'drink', 'i', 'know', 'someone', 'symptom', 'drank', 'mercy', 'god', 'got', 'better', 'it', 'seems', 'like', 'ivermectin', 'really', 'effect', 'curing', 'covid', '19', 'just', 'sharing', 'experience', 'friend']"
46,10-47,31/03/23 20:36:56,https://mobile.twitter.com/Nakadai_mon/status/1438628262477979649,Ivermectin covid,@Nakadai_mon,Nakadai.王,Anonymous,09/10,1466,12.1K,"Countries are waking up to the fact they can treat Covid-19 successfully and freely and cheaply with Ivermectin, instead of bankrupting their countries by selling out to big pharma.",Countries are waking up to the fact they can treat Covid-19 successfully and freely and cheaply with Ivermectin instead of bankrupting their countries by selling out to big pharmaceutical companies,181,"Text, Reply",17/09/21 06:18,Rational,12,1,2,1,"['countri', 'wake', 'fact', 'treat', 'covid-19', 'success', 'freeli', 'cheapli', 'ivermectin', 'instead', 'bankrupt', 'countri', 'sell', 'big', 'pharmaceut', 'compani']","['country', 'waking', 'fact', 'treat', 'covid-19', 'successfully', 'freely', 'cheaply', 'ivermectin', 'instead', 'bankrupting', 'country', 'selling', 'big', 'pharmaceutical', 'company']"
47,10-48,31/03/23 20:42:18,https://mobile.twitter.com/CLOUDQUEEN81/status/1438394921661054988,Ivermectin treat,@CLOUDQUEEN81,Rayla 🇵🇭,Anonymous,08/09,483,180,"Hindi nga naka prevent maka treat pa. My couple akong kakilala every 2 weeks nag ivermectin for the past 4-5 months na fully vaxx ng AZ pagka covid, mild naman pero my ubo, sipon, sore throat, walang panlasa.",They were not even able to prevent and yet they will treat I know a couple who every 2 weeks take ivermectin for the past 4-5 months that are fully vaccinated with AstraZeneca when they got covid it was only mild but they had coughs colds sore throat and a loss of taste,208,"Text, Reply",16/09/21 14:50,Rational,6,1,0,0,"['they', 'even', 'abl', 'prevent', 'yet', 'treat', 'i', 'know', 'coupl', 'everi', '2', 'week', 'take', 'ivermectin', 'past', '4-5', 'month', 'fulli', 'vaccin', 'astrazeneca', 'got', 'covid', 'mild', 'cough', 'cold', 'sore', 'throat', 'loss', 'tast']","['they', 'even', 'able', 'prevent', 'yet', 'treat', 'i', 'know', 'couple', 'every', '2', 'week', 'take', 'ivermectin', 'past', '4-5', 'month', 'fully', 'vaccinated', 'astrazeneca', 'got', 'covid', 'mild', 'cough', 'cold', 'sore', 'throat', 'loss', 'taste']"
48,10-49,31/03/23 20:53:30,https://mobile.twitter.com/JaimS520/status/1388893779571183619,Ivermectin,@JaimS520,Jaims,Anonymous,02/20,4345,1053,"Good for them!  No more studies are needed, there are mountains of evidence that #ivermectinworks !
Check out 
@BIRDGroupUK
 
@Covid19Critical
 
@PierreKory
 
@drbeen_medical
 
@Covid19Crusher
  
@AAPSonline
 for further evidence.",Good for them  No more studies are needed there are mountains of evidence that ivermectinworks Check out BIRDGroupUK Covid19Critical PierreKory drbeen_medical Covid19Crusher  AAPSonline for further evidence,243,"Text, Reply",03/05/21 00:30,Rational,3,0,0,1,"['good', 'no', 'studi', 'need', 'mountain', 'evid', 'ivermectinwork', 'check', 'birdgroupuk', 'covid19crit', 'pierrekori', 'drbeen_med', 'covid19crush', 'aapsonlin', 'evid']","['good', 'no', 'study', 'needed', 'mountain', 'evidence', 'ivermectinworks', 'check', 'birdgroupuk', 'covid19critical', 'pierrekory', 'drbeen_medical', 'covid19crusher', 'aapsonline', 'evidence']"
49,10-50,31/03/23 21:05:49,https://mobile.twitter.com/Catheri00374445/status/1388315032447070210,Ivermectin covid,@Catheri00374445,Concerned Citizen,Anonymous,03/20,286,6,"Ivermectin is already prescribed in other countries along w/ other medications for Covid. I personally know someone who got Covid then negative after 1cap for 3days. It's not available in pharmacy so he gave it to the public👏👏👏 Note ""Consult your doctors before&while using it""","Ivermectin is already prescribed in other countries along w/ other medications for Covid I personally know someone who got Covid then negative after 1cap for 3days It's not available in pharmacy so he gave it to the public👏👏👏 Note ""Consult your doctors before&while using it""",280,"Text, Reply",01/05/21 10:11,Rational,1,1,0,0,"['ivermectin', 'alreadi', 'prescrib', 'countri', 'along', 'w/', 'medic', 'covid', 'i', 'person', 'know', 'someon', 'got', 'covid', 'neg', '1cap', '3day', 'it', ""'s"", 'avail', 'pharmaci', 'gave', 'publicclapping_handsclapping_handsclapping_hand', 'note', '``', 'consult', 'doctor', '&', 'use', ""''""]","['ivermectin', 'already', 'prescribed', 'country', 'along', 'w/', 'medication', 'covid', 'i', 'personally', 'know', 'someone', 'got', 'covid', 'negative', '1cap', '3days', 'it', ""'s"", 'available', 'pharmacy', 'gave', 'publicclapping_handsclapping_handsclapping_hands', 'note', '``', 'consult', 'doctor', '&', 'using', ""''""]"
50,10-51,31/03/23 21:36:46,https://mobile.twitter.com/MAECC_My/status/1423133109915054083,Ivermectin works Philippines,@MAECC Malaysia,MAECC Malaysia 🇲🇾,Anonymous,07/21,41,96,"Ivermectin works in Philippines 🇵🇭

4th Aug 2021

Philippines 🇵🇭 vs Malaysia 🇲🇾

Vax 1 dose...... 11% vs 46%
Fully Fax........... 9% vs 23%
New Cases...... 6,779 vs 17,105
Death................ 43 vs 257

@MuhyiddinYassin
 
@IsmailSabri60
 
@AzminAli
 
#ivermectinworks #HerdImmunity",Ivermectin works in Philippines 🇵🇭4th Aug 2021Philippines 🇵🇭 vs Malaysia 🇲🇾Vax 1 dose 11% vs 46%Fully Fax 9% vs 23%New Cases 6779 vs 17105Death 43 vs 257MuhyiddinYassin IsmailSabri60 AzminAli ivermectinworks HerdImmunity,306,"Text, Image",05/08/21 12:05,Rational,2,0,0,1,"['ivermectin', 'work', 'philippin', '🇵🇭', '4th', 'aug', '2021', 'philippin', '🇵🇭', 'vs', 'malaysia', '🇲🇾', 'vax', '1', 'dose', '11', '%', 'vs', '46', '%', 'fulli', 'fax', '9', '%', 'vs', '23', '%', 'new', 'case', '6779', 'vs', '17105', 'death', '43', 'vs', '257', 'muhyiddinyassin', 'ismailsabri60', 'azminali', 'ivermectinwork', 'herdimmun']","['ivermectin', 'work', 'philippine', '🇵🇭', '4th', 'aug', '2021', 'philippine', '🇵🇭', 'v', 'malaysia', '🇲🇾', 'vax', '1', 'dose', '11', '%', 'v', '46', '%', 'fully', 'fax', '9', '%', 'v', '23', '%', 'new', 'case', '6779', 'v', '17105', 'death', '43', 'v', '257', 'muhyiddinyassin', 'ismailsabri60', 'azminali', 'ivermectinworks', 'herdimmunity']"
