ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Length,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Theme,Reasoning,Remarks,Reviewer,Review
10-28,30/03/23 22:52:54,https://twitter.com/PogingPlantito/status/1387681037103161346,10,"Tan, Angela Shannen",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin gumaling,@PogingPlantito,Ulap,Forever Young,Anonymous,10/20,47,16,Republic of the Philippines,That med is safe yan yung tinake ng pinsan ko gumaling sya sa covid. Baka yung pagkaka intindi nyo po ay iisa lang yung ivermectin for animals and human magka iba po yung sa animals yung may apat na guhit. Safe yan ayaw lang nila e approve agad kasi mura maliit patong,That medicine is safe that is what my cousin took and they got better from covid. Maybe your understanding is that the ivermectin for animals and humans are the same but the one for the animals is different with the four lines. That one is safe they just do not want to approve it immediately since it is cheap and have small profits,268,"Text, Reply",29/04/21 16:11,,"Rational, Emotional",0,1,0,,,,Anecdotal,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-29,30/03/23 23:01:18,https://twitter.com/zelformilles/status/1433812956597211136,10,"Tan, Angela Shannen",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin solusyon,@zelformilles,Eleizl Custodio,"Believe in the Lord #JESUS, and you will be saved, you and your household. - Acts16:31 💟",Identified,07/20,84,176,,"SALAMAT din sa mga iba't ibang taong ito na nasa tamang posisyon na lumantad na para ipaglaban ang katotohanan! Ivermectin, hindi bakuna ang solusyon! Yang mga doctors quack quack lang ang mapilit sa bakuna handa ipahamak at gawing experiment ang mga Filipino! Ayaw kunwari ipasa","Thank you also for the different people that are in the right position to come forward and fight for the truth! Ivermectin, not vaccines are the solution! Those doctor quack quacks are the only ones enforcing vaccines ready to harm and experiment on the Filipinos! They pretend to not pass",279,"Text, Reply",03/09/21 21:23,,Emotional,0,1,0,,,,Factual,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]","Fake location: ""Beautiful day!!🎉☝️""",,
10-30,30/03/23 23:13:09,https://twitter.com/BenIbarra001/status/1387404554204028932,10,"Tan, Angela Shannen",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin gumana,@BenIbarra001,Ben Ibarra,Clarity and Insight are worthless without Compassion.,Identified,05/20,1933,478,United States,"Mga kaibigan.  Naiintindihan ko na hindi kayo pamilyar sa Ivermectin.  Alam ko na wala na kayong tiwala sa mga politiko na nagbibigay. Napatunayan na na mahusay na pang laban ito. 
Eto ang isa sa mga studies sa tao.  Panoorin niyo:",Friends. I understand that you are not familiar with Ivermectin. I know that you do not trust the politicians that give. It has been proven that it is good to fight for this. This is one of the studies about people. Watch it:,231,"Text, Reply",28/04/21 21:53,,Rational,1,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-31,31/03/23 06:16:36,https://twitter.com/irene56100628/status/1435175100198785024,10,"Tan, Angela Shannen",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin epektibo,@irene56100628,irene,,Anonymous,07/20,123,25,,Yun naman pala tito sen e sana po sinuportahan nyo ang tulad ni rep defensor sa isunusulong nyang gamot noon na ivermectin napatunayan naman po sa ibang bansa na epektibo sa murang halaga at baka pwedeng pangmatagalan na..,There it was Tito Sen then you should have just supported the likes of Rep Defensor in the cure he has been promoting then which was ivermectin it has been proven in other countries that it is effective and cost-effective and possibly for long-term too,222,"Text, Reply",07/09/21 17:36,,Emotional,0,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",No account bio; No location,,
10-32,31/03/23 06:21:13,https://twitter.com/TreseAlfonso/status/1395607245711286277,10,"Tan, Angela Shannen",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin epektibo,@TreseAlfonso,Alfonso Trese,Carpe diem!,Identified,07/19,24,9,,"Bakit hindi mamigay ng ivermectin habang Naka pila? Epektibo din dahil 3 congressman ang nagsabi. Sila doctors Marcoleta, Atienza at Defensor.","Why do they not give ivermectin while lined up? It is effective also since 3 congressmen have said. The doctors Marcoleta, Atienza, and Defensor.",142,"Text, Reply",21/05/21 13:07,,"Rational, Emotional",0,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-33,31/03/23 06:26:02,https://twitter.com/eto_tome/status/1391403942911696900,10,"Tan, Angela Shannen",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin epektibo,@eto_tome,tome eto,Medical Professional. Business owner.,Anonymous,12/11,222,382,,"Yeah, baka di n’ya alam na proven sa Japan na epektibo ang ANTIVIRAL NA REMDESIVIR laban sa viral disease na covid19 KUMPARA NAMAN sa ipinu push n’ya at ni Marcoleta na ANTHELMINTIC NA IVERMECTIN NA PAMPURGAAAAHH SA BULATE! wag n’yo iboto yan!!","Yeah, maybe they do not know that it has been proven in Japan the effectivity of the antiviral remdesivir against the viral disease that is covid19 compared to that being pushed by them and Marcoleta that it is the anthelmintic Ivermectin that is for purging worms! Do not vote for them!!",244,"Text, Reply",09/05/21 22:45,,Emotional,2,0,1,,,,None,"Based on a March 17 adivisory from the Department of Heatlh, Ivermectin has not been proven to significantly reduce deaths or improve other clinical outcomes

[https://verafiles.org/articles/vera-files-fact-check-ivermectin-not-yet-proven-be-miracle-d]",No location,,
10-34,31/03/23 12:30:13,https://twitter.com/EagleDavao/status/1389924810327740417,10,"Tan, Angela Shannen",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin epektibo,@EagleDavao,DAVAO EAGLE,PRO_GOVERNMENT..ANTI_LPIGS..FROM DAVAO,Anonymous,04/21,13,1,,ULOL.MARAMING MGA DOCTORS DUN ANG NAGPATUNAY NA EPEKTIBO ANG IVERMECTIN PANLABAN SA COVID.KAYONG MGA STUPID SENATORS LANG ANG PALAGI KONTRA SA KABUHTIHAN NG MGA KABABAYAN NYO..BAKA MAY KUMISYON KA SA MGA MALALAKING PHARMA.,ULOL. MANY DOCTORS THERE PROVED THAT IVERMECTIN IS EFFECTIVE AGAINST COVID. YOU STUPID SENATORS ARE ALWAYS AGAINST THE WELLNESS OF YOUR COUNTRYMEN.. MAYBE YOU HAVE A COMMISSION FROM BIG PHARMACEUTICAL COMPANIES,222,"Text, Reply",05/05/21 20:47,,Emotional,1,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",No location,,
10-35,31/03/23 12:32:52,https://twitter.com/EagleDavao/status/1389924298320760832,10,"Tan, Angela Shannen",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin epektibo,@EagleDavao,DAVAO EAGLE,PRO_GOVERNMENT..ANTI_LPIGS..FROM DAVAO,Anonymous,04/22,13,1,,YONG REMDESIVERE NA NAPAKA MAHAL NA BINIBENTA SA MGA PASYENTE NA MAY COVID SA MGA HOSPITALS EH SINABI NG WHO NA DI IYONG EPEKTIBO SA COVID..BAKIT GINAMIT IYONG FDA AT DOH SA PILIPINAS..MARAMING GUMAGAMIT NG IVERMECTIN NA GUMALINGBAKIT AYAW NYO.,THE REMDESIVERE THAT IS SO EXPENSIVE ARE BEING SOLD TO PATIENTS WITH COVID IN HOSPITALS BUT WHO SAID THAT IT IS NOT EFFECTIVE AGAINST COVID.. WHY IS FDA AND DOH USED IN THE PHILIPPINES.. MANY USED IVERMECTIN GOT BETTER WHY DO YOU NOT WANT IT.,244,"Text, Reply",05/05/21 20:45,,Emotional,1,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",No location,,
10-36,31/03/23 18:01:30,https://mobile.twitter.com/pawwvizc/status/1432262858289541125,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin gumaling,@pawwvizc,THE CEREBRAL ASSASSIN,"simple life, positve vibes, don't negative (lason) vibes & good atitude rutheless ERA.....",Anonymous,02/17,401,169,Makati City,1. kapag my maramdaman yung side effect kahit fully vaccinated 2. take paracetamol & ivermectin para gumaling laban lang babe...,1. if you are experiencing side effects even if fully vaccinated 2. take paracetamol and ivermectin to get better,128,"Text, Reply",30/08/21 16:44,,Rational,0,0,0,,,,None,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-37,31/03/23 18:12:07,https://mobile.twitter.com/Chchuchel0620/status/1387349866276212736,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin gumaling,@Chchuche0620,不運 女の子,Dakilang Liker 👍,Anonymous,05/20,268,335,Republic of the Philippines,"Diko alam kung dahil din sa Ivermectin kaya gumaling agad ang magulang ng bayaw ko,suspected sila na may covid because of symptoms.nirecommend ito ng isang chinese doctor sa kanila, then pati bayaw ko uminom nito dahil lagi sya parang inuubo, nawala din ung madalas na ubo nya https://twitter.com/jaysanchezdorta/status/1386408146374209539","I do not know if it is also because of Ivermectin that is why my brother-in-law's parents immediately got better, they were suspected of having covid because of symptoms. it was recommended by one chinese doctor from there, then even my brother-in-law drank it since he always coughs, his frequent coughs also went away https://twitter.com/jaysanchezdorta/status/1386408146374209539",339,"Text, Reply",26/04/21 18:15,,Rational,0,0,0,,,,Anecdotal,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",Quoted Tweet is from a suspended account,,
10-38,31/03/23 18:20:26,https://mobile.twitter.com/seddasa/status/1428379134951055364,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin gumaling,@seddasa,sed dasa,,Identified,04/09,980,122,,"No effect on prevention and mortality? hahaha .... ang daming doctors na gumamit nyan at recommended pa nila... sinubukan ko sa pamilya namin, one tablet palang bumalik kaagad panlasa at pang-amoy ng pamangkin ko. Ubo ng ate gumaling agad. Ibang members hindi malala ang symptoms.","No effect on prevention and mortality? hahaha .... many doctors use that and still recommend it... I tried it on my family, just one tablet and the taste and smell of my nephew went away. The cough of my older sister got better immediately. Other members did not have severe symptoms.",280,"Text, Reply",19/08/21 23:31,,Rational,0,3,2,2,,,Anecdotal,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",No location,,
10-39,31/03/23 18:26:56,https://mobile.twitter.com/odelimasofi/status/1382159889091350528,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin gumaling,@odelimasofi,Open Yon,,Anonymous,10/15,56,10,,"Sabi ng 3 doctor ng flccc, lahat ng binigyan nila ng ivermectin....umuwi. ibig sabihin, gumaling.","3 doctors from flccc said they gave everyone ivermectin... and went home. that means, they got better.",97,"Text, Reply",14/04/21 10:32,,Rational,1,1,0,,,,Anecdotal,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",No location,,
10-40,31/03/23 18:30:57,https://twitter.com/a_mrktr/status/1390292143869022217,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectiv Sotto,@a_mrktr,AMarketer,pointing you to the right direction,Anonymous,08/19,218,38,,"Sen Sotto has a point. Ivermectin is being use widely in South Africa. Also, an Australian doctor who is in the US did clinical trial over this said its effective and been pushing the use of Ivermectin since last year.","Sen Sotto has a point. Ivermectin is being use widely in South Africa. Also, an Australian doctor who is in the US did clinical trial over this said its effective and been pushing the use of Ivermectin since last year.",218,"Text, Reply",06/05/21 21:07,,Rational,0,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",No location,,
10-41,31/03/23 18:43:42,https://twitter.com/jrod729/status/1422942988850712582,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin cure,@jrod729,jennifer rodriguez,"Grew up in Manila, now living in SF",Identified,03/10,117,13,,There is a cure and its Ivermectin. Not these death jabs,There is a cure and its Ivermectin. Not these death jabs,56,"Text, Reply",04/08/21 23:30,,Rational,0,0,0,,,,None,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",No location,,
10-42,31/03/23 19:09:02,https://mobile.twitter.com/shiningtwicexo/status/1438687473110958081,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin gamot,@shiningtwicexo,✌👊🚫,"Happiness, personality and productivity really matters. (Fan Account💞) ❤💚",Anonymous,04/10,3976,3468,,"Di lang po sila Congressman Marcoleta and Congressman Defensor ang sumusuporta rito sa advocacy na ito about sa Ivermectin na gawin gamot ito para sa COVID19 even sila Senator Tolentino and Senator Imee as well, at mismong si President DU30 na nagsabi nyan o.","It is not just Congressman Marcoleta and Congressman Defensor that are supporting here this advocacy about Ivermectin to make it a cure for COVID19 even Senator Tolentino and Senator Imee as well, and the President Duterte even said that.",259,"Text, Reply",17/09/21 10:13,,Rational,0,1,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",No location,,
10-43,31/03/23 19:19:02,https://twitter.com/Nickzer2171/status/1373280449603112964,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin Sotto,@Nickzer2171,Rezkcin Cana,,Identified,06/16,242,16,"Calgary, Alberta","@sotto_tito, there's mountain of data that shows Ivermectin's efficacy and safety against COVID-19. Ivermectin is being used by 22 countries to fight against COVID-19. HTAC has to do their job NOW so we can save lives and our economy. Ivermectin is the bridge to the vaccine.","@sotto_tito, there's mountain of data that shows Ivermectin's efficacy and safety against COVID-19. Ivermectin is being used by 22 countries to fight against COVID-19. HTAC has to do their job NOW so we can save lives and our economy. Ivermectin is the bridge to the vaccine.",275,"Text, Reply",20/03/21 22:29,,Rational,0,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-44,31/03/23 19:22:43,https://twitter.com/FloraSondara/status/1383632874713206786,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin Sotto,@FloraSondara,Flora Sondara,,Identified,04/21,27,0,,Yes Ivermectin is effective as a cure and preventive measure. Go Senator Sotto!,Yes Ivermectin is effective as a cure and preventive measure. Go Senator Sotto!,79,"Text, Reply",18/04/21 12:05,,Rational,1,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",No location,,
10-45,31/03/23 19:33:41,https://twitter.com/BomBee1009/status/1378533516963540992,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin Sotto,@BomBee1009,DIDDIE,,Anonymous,09/18,404,201,,"Thing is, I know tons of people using Ivermectin and got well. I know tons using it for prophylaxis. Countless lives have been saved here cause of Ivermectin. The studies shown to Sen Sotto came fr Bacolod. One doctor who prescribes it boasts very good numbers.","Thing is, I know tons of people using Ivermectin and got well. I know tons using it for prophylaxis. Countless lives have been saved here cause of Ivermectin. The studies shown to Sen Sotto came from Bacolod. One doctor who prescribes it boasts very good numbers.",261,"Text, Reply",04/04/21 10:21,,Rational,2,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",No location,,
10-46,31/03/23 19:36:49,https://mobile.twitter.com/maine3_hye/status/1429625764266209281,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin covid,@maine3_hye,MyMaineGirl0303  ᴹᴬᴵᴺᴱ ᵁᴹᴸ ⱽ²,,Anonymous,05/19,162,79,Republic of the Philippines,"Sana kung May Ivermectin kayo pwde painumin , kasi meron akong kakilala nung may symptoms pala ayun uminum sya awa ng Diyos gumaling tlga sya . Parang meron tlgang effect ang Ivermectin para mawala ang covid19. Sharing lang about experienced ng mga friends ko","If you have Ivermectin please drink it, because I know someone who had symptoms, drank it, and by the mercy of God, got better. It seems like Ivermectin really has an effect on curing covid 19. Just sharing about experiences of my friends.",259,"Text, Reply",23/08/21 10:05,,Rational,2,0,0,,,,Anecdotal,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-47,31/03/23 20:36:56,https://mobile.twitter.com/Nakadai_mon/status/1438628262477979649,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin covid,@Nakadai_mon,Nakadai.王,"803a613997a26e8714116f99aa1f98e8589cb6116e1aaa1fc9c389984fcd9bb8 nakadaimon@pay.bbw.sv @Relai_app
 ambassador. Use Ref: NAKADAI 0.5% off fees",Anonymous,09/10,1466,12.1K,,"Countries are waking up to the fact they can treat Covid-19 successfully and freely and cheaply with Ivermectin, instead of bankrupting their countries by selling out to big pharma.","Countries are waking up to the fact they can treat Covid-19 successfully and freely and cheaply with Ivermectin, instead of bankrupting their countries by selling out to big pharmaceutical companies.",181,"Text, Reply",17/09/21 06:18,,Rational,12,1,2,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-48,31/03/23 20:42:18,https://mobile.twitter.com/CLOUDQUEEN81/status/1438394921661054988,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin treat,@CLOUDQUEEN81,Rayla 🇵🇭,,Anonymous,08/09,483,180,"National Capital Region, Republic of the Philippines","Hindi nga naka prevent maka treat pa. My couple akong kakilala every 2 weeks nag ivermectin for the past 4-5 months na fully vaxx ng AZ pagka covid, mild naman pero my ubo, sipon, sore throat, walang panlasa.","They were not even able to prevent and yet they will treat. I know a couple who every 2 weeks take ivermectin for the past 4-5 months that are fully vaccinated with AstraZeneca when they got covid, it was only mild but they had coughs, colds, sore throat, and a loss of taste",208,"Text, Reply",16/09/21 14:50,,Rational,6,1,0,,,,Anecdotal,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-49,31/03/23 20:53:30,https://mobile.twitter.com/JaimS520/status/1388893779571183619,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin,@JaimS520,Jaims,,Anonymous,02/20,4345,1053,"New York, USA","Good for them!  No more studies are needed, there are mountains of evidence that #ivermectinworks !
Check out 
@BIRDGroupUK
 
@Covid19Critical
 
@PierreKory
 
@drbeen_medical
 
@Covid19Crusher
  
@AAPSonline
 for further evidence.","Good for them!  No more studies are needed, there are mountains of evidence that #ivermectinworks !
Check out 
@BIRDGroupUK
 
@Covid19Critical
 
@PierreKory
 
@drbeen_medical
 
@Covid19Crusher
  
@AAPSonline
 for further evidence.",243,"Text, Reply",03/05/21 00:30,,Rational,3,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-50,31/03/23 21:05:49,https://mobile.twitter.com/Catheri00374445/status/1388315032447070210,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin covid,@Catheri00374445,Concerned Citizen,Concerned Citizen,Anonymous,03/20,286,6,,"Ivermectin is already prescribed in other countries along w/ other medications for Covid. I personally know someone who got Covid then negative after 1cap for 3days. It's not available in pharmacy so he gave it to the public👏👏👏 Note ""Consult your doctors before&while using it""","Ivermectin is already prescribed in other countries along w/ other medications for Covid. I personally know someone who got Covid then negative after 1cap for 3days. It's not available in pharmacy so he gave it to the public👏👏👏 Note ""Consult your doctors before&while using it""",280,"Text, Reply",01/05/21 10:11,,Rational,1,1,0,,,,Anecdotal,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-51,31/03/23 21:36:46,https://mobile.twitter.com/MAECC_My/status/1423133109915054083,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin works Philippines,@MAECC Malaysia,MAECC Malaysia 🇲🇾,Malaysia Alliance for Effective Covid Control,Anonymous,07/21,41,96,,"Ivermectin works in Philippines 🇵🇭

4th Aug 2021

Philippines 🇵🇭 vs Malaysia 🇲🇾

Vax 1 dose...... 11% vs 46%
Fully Fax........... 9% vs 23%
New Cases...... 6,779 vs 17,105
Death................ 43 vs 257

@MuhyiddinYassin
 
@IsmailSabri60
 
@AzminAli
 
#ivermectinworks #HerdImmunity","Ivermectin works in Philippines 🇵🇭

4th Aug 2021

Philippines 🇵🇭 vs Malaysia 🇲🇾

Vax 1 dose...... 11% vs 46%
Fully Fax........... 9% vs 23%
New Cases...... 6,779 vs 17,105
Death................ 43 vs 257

@MuhyiddinYassin
 
@IsmailSabri60
 
@AzminAli
 
#ivermectinworks #HerdImmunity",306,"Text, Image",05/08/21 12:05,,Rational,2,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-52,31/03/23 21:41:23,https://mobile.twitter.com/KentNovinger/status/1456612905638498305,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin works Philippines,@KentNovinger,Kent Novinger,"I self identify as an expert, but in reality I’m a deeply flawed sinner just like all the other “experts!”",Identified,10/17,370,118,,"If it were actually about saving lives then those who advocate for effective alternatives would not be silenced! Ivermectin works, my friend in the Philippines came down with Covid and within four days she was significantly improved!","If it were actually about saving lives then those who advocate for effective alternatives would not be silenced! Ivermectin works, my friend in the Philippines came down with Covid and within four days she was significantly improved!",233,"Text, Reply",05/11/21 21:22,,Rational,1,1,0,,,,Anecdotal,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-53,31/03/23 21:45:38,https://mobile.twitter.com/EvangelineFaja3/status/1449389392858996738,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin works Philippines,@EvangelineFaja3,Evangeline Fajardo,"God First 🙏; Married to a first responder ; Mom of 2 boys;Go Dodgers Go Lakers ; Registered Nurse /Teacher ( Retired) ; Republican, ❤️ Trump2024;MAGA.🇺🇸🇺🇸",Identified,03/13,1739,1176,"Pasadena, CA",Ivermectin works! My friend nurse along with a few doctors and nurses just came home  from the Philippines after doing Mission work . They brought Ivermectin to the Phil. She highly marveled on the effectiveness of Ivermectin .She even took Ivermectin as a prophylaxis from Covid.,Ivermectin works! My friend nurse along with a few doctors and nurses just came home  from the Philippines after doing Mission work . They brought Ivermectin to the Phil. She highly marveled on the effectiveness of Ivermectin .She even took Ivermectin as a prophylaxis from Covid.,280,"Text, Reply",16/10/21 22:58,,Rational,0,0,0,,,,Anecdotal,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",,,
10-54,31/03/23 21:48:52,https://mobile.twitter.com/Conartist_D/status/1621581093806936065,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin works Philippines,@Conartist_D,💿,,Anonymous,05/22,45,5,,Took a visit to the Philippines ; in every bathrooms medicine cabinet was a container of ivermectin … you know why? Because it works and they didn’t suffer disinformation from US propaganda .,Took a visit to the Philippines ; in every bathrooms medicine cabinet was a container of ivermectin … you know why? Because it works and they didn’t suffer disinformation from US propaganda .,191,"Text, Reply",04/02/23 02:47,,Rational,12,2,0,,,,Anecdotal,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",No location,,
10-55,31/03/23 21:53:35,https://mobile.twitter.com/jaesonv/status/1372710655946489858,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin works Philippines,@jaesonv,Jason Velasco,"Systems Engineer. Network Engineer. Cybersecurity Analyst. IT Trainer - MCT, CEI. 加列毕.",Anonymous,11/09,553,225,,"Fifth. Ivermectin works. 

If vaccines have up to 95% efficacy, why have a vaccine if the Immune Systems has better chances of fighting off the virus - the CFR for the Philippines is at 2%, far lower if you consider those below 49 years of age.","Fifth. Ivermectin works. 

If vaccines have up to 95% efficacy, why have a vaccine if the Immune Systems has better chances of fighting off the virus - the CFR for the Philippines is at 2%, far lower if you consider those below 49 years of age.",246,"Text, Reply",19/03/21 08:44,,Rational,0,0,0,,,,Factual,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",No location,,
10-56,31/03/23 22:10:46,https://mobile.twitter.com/StilesMoz/status/1433272257422544897,10,"Dimayuga, Paul Michael",HLTH,COVID-19 can be cured with Ivermectin,Ivermectin effective Philippines,@StilesMoz,Publ!us 🍊,"Likes dogs.
Thou/thy/thine.
Socialism distant.
I'm infrastructure, apparently.
#LGBFJB.
#AllCommiesAreBastards.",Anonymous,07/11,561,337,,"I was told by a doctor from the Philippines that it was pretty effective there, esp since they had no choice without the vaccines.

Plus ivermectin has a track record spanning decades.","I was told by a doctor from the Philippines that it was pretty effective there, esp since they had no choice without the vaccines.

Plus ivermectin has a track record spanning decades.",186,"Text, Reply",02/09/21 11:35,,Rational,2,0,0,,,,Anecdotal,"According to a Reuters fact-check article, Ivermectin is demonstratively not an effective treatment against Covid-19   

[https://www.reuters.com/article/factcheck-ivermectinabstract-misleading-idUSL2N2VC2JZ]",No location,,
